Date,SPY_US_Equity,QQQ_US_Equity,IWD_US_Equity,IWF_US_Equity,IWN_US_Equity,MDY_US_Equity,IWM_US_Equity,IWO_US_Equity,EFA_US_Equity,EWJ_US_Equity,EWW_US_Equity,EWY_US_Equity,EWH_US_Equity,EWZ_US_Equity,IYR_US_Equity,SPLV_US_Equity,TLT_US_Equity,IEF_US_Equity,SHY_US_Equity,TIP_US_Equity,LQD_US_Equity,HYG_US_Equity,GLD_US_Equity
2010.05.07,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.013478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2010.05.14,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.013478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2010.05.21,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.023478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.05.28,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.023478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.06.04,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.023478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.06.11,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.023478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.06.18,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.023478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.06.25,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.023478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.07.02,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.033478,0.003478,0.883478,0.003478,0.003478,0.003478,0.003478
2010.07.09,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.033478,0.003478,0.883478,0.003478,0.003478,0.003478,0.003478
2010.07.16,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.033478,0.003478,0.883478,0.003478,0.003478,0.003478,0.003478
2010.07.23,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.033478,0.003478,0.883478,0.003478,0.003478,0.003478,0.003478
2010.07.30,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.08.06,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.08.13,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.08.20,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.08.27,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.09.03,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.09.10,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.09.17,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.09.24,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2010.10.01,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2010.10.08,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.003478,0.003478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2010.10.15,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.10.22,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.043478,0.003478,0.883478,0.003478,0.003478,0.003478,0.003478
2010.10.29,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.043478,0.003478,0.883478,0.003478,0.003478,0.003478,0.003478
2010.11.05,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2010.11.12,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.11.19,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.11.26,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.12.03,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.043478,0.003478,0.883478,0.003478,0.003478,0.003478,0.003478
2010.12.10,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.12.17,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.12.24,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2010.12.31,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.01.07,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.01.14,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.01.21,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.01.28,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.02.04,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.02.11,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.02.18,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2011.02.25,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.03.04,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.03.11,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.03.18,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.03.25,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.04.01,0.003478,0.013478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2011.04.08,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.04.15,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.04.22,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.04.29,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.05.06,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.05.13,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.05.20,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.05.27,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.06.03,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.06.10,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.06.17,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.06.24,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.07.01,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.07.08,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.913478,0.003478,0.003478,0.003478,0.003478
2011.07.15,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.913478,0.003478,0.003478,0.003478,0.003478
2011.07.22,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.913478,0.003478,0.003478,0.003478,0.003478
2011.07.29,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.913478,0.003478,0.003478,0.003478,0.003478
2011.08.05,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.08.12,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.003478,0.903478,0.003478,0.003478,0.003478,0.003478
2011.08.19,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.08.26,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.003478,0.003478,0.003478,0.043478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2011.09.02,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.09.09,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.09.16,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.033478,0.003478,0.893478,0.003478,0.003478,0.003478,0.003478
2011.09.23,0.003478,0.013478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2011.09.30,0.003478,0.003478,0.013478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2011.10.07,0.003478,0.003478,0.013478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2011.10.14,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2011.10.21,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2011.10.28,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.063478,0.003478,0.843478,0.003478,0.003478,0.003478,0.003478
2011.11.04,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2011.11.11,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.053478,0.003478,0.863478,0.003478,0.003478,0.003478,0.003478
2011.11.18,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.023478,0.063478,0.003478,0.843478,0.003478,0.003478,0.003478,0.003478
2011.11.25,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2011.12.02,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2011.12.09,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2011.12.16,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2011.12.23,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2011.12.30,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.063478,0.003478,0.853478,0.003478,0.003478,0.003478,0.003478
2012.01.06,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.063478,0.003478,0.853478,0.003478,0.003478,0.003478,0.003478
2012.01.13,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.063478,0.003478,0.853478,0.003478,0.003478,0.003478,0.003478
2012.01.20,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.01.27,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.02.03,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.063478,0.003478,0.853478,0.003478,0.003478,0.003478,0.003478
2012.02.10,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.063478,0.003478,0.853478,0.003478,0.003478,0.003478,0.003478
2012.02.17,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.063478,0.003478,0.853478,0.003478,0.003478,0.003478,0.003478
2012.02.24,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.03.02,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.03.09,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.013478,0.063478,0.003478,0.853478,0.003478,0.003478,0.003478,0.003478
2012.03.16,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.03.23,0.013478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.063478,0.003478,0.853478,0.003478,0.003478,0.003478,0.003478
2012.03.30,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.04.06,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.04.13,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.04.20,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.04.27,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.05.04,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.05.11,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.05.18,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.05.25,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.06.01,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.06.08,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.06.15,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
2012.06.22,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.003478,0.053478,0.003478,0.873478,0.003478,0.003478,0.003478,0.003478
